airport_name,city,state,state_code,faa_code,iata_code,type,slug,hub_page_url,accident_base_url
Palatka Kay Larkin Airport,Palatka,Florida,FL,KPKL,PKL,non_hub,palatka-kay-larkin,https://airportaccidents.com/palatka-kay-larkin/,https://airportaccidents.com/palatka-kay-larkin/
Sebring Regional Airport,Sebring,Florida,FL,KSEB,SEB,non_hub,sebring-regional,https://airportaccidents.com/sebring-regional/,https://airportaccidents.com/sebring-regional/
Arcadia DeSoto County Airport,Arcadia,Florida,FL,KZPH,ZPH,non_hub,arcadia-desoto-county,https://airportaccidents.com/arcadia-desoto-county/,https://airportaccidents.com/arcadia-desoto-county/
Brooksville Tampa Bay Regional Airport,Brooksville,Florida,FL,KBKV,BKV,non_hub,brooksville-tampa-bay-regional,https://airportaccidents.com/brooksville-tampa-bay-regional/,https://airportaccidents.com/brooksville-tampa-bay-regional/
Zephyrhills Municipal Airport,Zephyrhills,Florida,FL,KZPH,ZPH,non_hub,zephyrhills-municipal,https://airportaccidents.com/zephyrhills-municipal/,https://airportaccidents.com/zephyrhills-municipal/
Leesburg International Airport,Leesburg,Florida,FL,KLEE,LEE,non_hub,leesburg-international,https://airportaccidents.com/leesburg-international/,https://airportaccidents.com/leesburg-international/
Sanford Orlando International Airport,Sanford,Florida,FL,KSFB,SFB,non_hub,sanford-orlando-international,https://airportaccidents.com/sanford-orlando-international/,https://airportaccidents.com/sanford-orlando-international/
Titusville Space Coast Regional Airport,Titusville,Florida,FL,KTIX,TIX,non_hub,titusville-space-coast-regional,https://airportaccidents.com/titusville-space-coast-regional/,https://airportaccidents.com/titusville-space-coast-regional/
Stuart Witham Field Airport,Stuart,Florida,FL,KSUA,SUA,non_hub,stuart-witham-field,https://airportaccidents.com/stuart-witham-field/,https://airportaccidents.com/stuart-witham-field/
Boca Raton Airport,Boca Raton,Florida,FL,KBCT,BCT,non_hub,boca-raton,https://airportaccidents.com/boca-raton/,https://airportaccidents.com/boca-raton/
Opa-locka Executive Airport,Miami,Florida,FL,KOPF,OPF,non_hub,opa-locka-executive,https://airportaccidents.com/opa-locka-executive/,https://airportaccidents.com/opa-locka-executive/
Homestead General Aviation Airport,Homestead,Florida,FL,KHST,HST,non_hub,homestead-general-aviation,https://airportaccidents.com/homestead-general-aviation/,https://airportaccidents.com/homestead-general-aviation/
Immokalee Regional Airport,Immokalee,Florida,FL,KIMM,IMM,non_hub,immokalee-regional,https://airportaccidents.com/immokalee-regional/,https://airportaccidents.com/immokalee-regional/
Okeechobee County Airport,Okeechobee,Florida,FL,KOBE,OBE,non_hub,okeechobee-county,https://airportaccidents.com/okeechobee-county/,https://airportaccidents.com/okeechobee-county/
Crestview Bob Sikes Airport,Crestview,Florida,FL,KCEW,CEW,non_hub,crestview-bob-sikes,https://airportaccidents.com/crestview-bob-sikes/,https://airportaccidents.com/crestview-bob-sikes/
Marianna Jackson County Airport,Marianna,Florida,FL,KMAI,MAI,non_hub,marianna-jackson-county,https://airportaccidents.com/marianna-jackson-county/,https://airportaccidents.com/marianna-jackson-county/
Cross City Airport,Cross City,Florida,FL,KCTY,CTY,non_hub,cross-city,https://airportaccidents.com/cross-city/,https://airportaccidents.com/cross-city/
Williston Municipal Airport,Williston,Florida,FL,KWIG,WIG,non_hub,williston-municipal,https://airportaccidents.com/williston-municipal/,https://airportaccidents.com/williston-municipal/
Fernandina Beach Municipal Airport,Fernandina Beach,Florida,FL,KFHB,FHB,non_hub,fernandina-beach-municipal,https://airportaccidents.com/fernandina-beach-municipal/,https://airportaccidents.com/fernandina-beach-municipal/
Allentown Bethlehem Easton International Airport,Allentown,Pennsylvania,PA,KABE,ABE,small_hub,allentown-bethlehem-easton-international,https://airportaccidents.com/allentown-bethlehem-easton-international/,https://airportaccidents.com/allentown-bethlehem-easton-international/
Scranton Wilkes-Barre Airport,Avoca,Pennsylvania,PA,KAVP,AVP,non_hub,scranton-wilkes-barre,https://airportaccidents.com/scranton-wilkes-barre/,https://airportaccidents.com/scranton-wilkes-barre/
Bradford Regional Airport,Bradford,Pennsylvania,PA,KBFD,BFD,non_hub,bradford-regional,https://airportaccidents.com/bradford-regional/,https://airportaccidents.com/bradford-regional/
Franklin County Regional Airport,Chambersburg,Pennsylvania,PA,KCXY,CXY,non_hub,franklin-county-regional,https://airportaccidents.com/franklin-county-regional/,https://airportaccidents.com/franklin-county-regional/
Hazleton Municipal Airport,Hazleton,Pennsylvania,PA,KHZL,HZL,non_hub,hazleton-municipal,https://airportaccidents.com/hazleton-municipal/,https://airportaccidents.com/hazleton-municipal/
Stroudsburg Pocono Mountains Municipal Airport,Stroudsburg,Pennsylvania,PA,NESQ,ESQ,non_hub,stroudsburg-pocono-mountains-municipal,https://airportaccidents.com/stroudsburg-pocono-mountains-municipal/,https://airportaccidents.com/stroudsburg-pocono-mountains-municipal/
Teterboro Airport,Teterboro,New Jersey,NJ,KTEB,TEB,non_hub,teterboro,https://airportaccidents.com/teterboro/,https://airportaccidents.com/teterboro/
Morristown Municipal Airport,Morristown,New Jersey,NJ,KMMU,MMU,non_hub,morristown-municipal,https://airportaccidents.com/morristown-municipal/,https://airportaccidents.com/morristown-municipal/
Princeton Airport,Princeton,New Jersey,NJ,KVAY,VAY,non_hub,princeton,https://airportaccidents.com/princeton/,https://airportaccidents.com/princeton/
Block Island State Airport,New Shoreham,Rhode Island,RI,KBID,BID,non_hub,block-island-state,https://airportaccidents.com/block-island-state/,https://airportaccidents.com/block-island-state/
Westerly State Airport,Westerly,Rhode Island,RI,KWST,WST,non_hub,westerly-state,https://airportaccidents.com/westerly-state/,https://airportaccidents.com/westerly-state/
Newport State Airport,Newport,Rhode Island,RI,KUUU,UUU,non_hub,newport-state,https://airportaccidents.com/newport-state/,https://airportaccidents.com/newport-state/
Fitchburg Municipal Airport,Fitchburg,Massachusetts,MA,KFIT,FIT,non_hub,fitchburg-municipal,https://airportaccidents.com/fitchburg-municipal/,https://airportaccidents.com/fitchburg-municipal/
Lawrence Municipal Airport,Lawrence,Massachusetts,MA,KLWM,LWM,non_hub,lawrence-municipal,https://airportaccidents.com/lawrence-municipal/,https://airportaccidents.com/lawrence-municipal/
Norwood Memorial Airport,Norwood,Massachusetts,MA,KOWD,OWD,non_hub,norwood-memorial,https://airportaccidents.com/norwood-memorial/,https://airportaccidents.com/norwood-memorial/
Barnstable Municipal Airport,Hyannis,Massachusetts,MA,KHYA,HYA,non_hub,barnstable-municipal,https://airportaccidents.com/barnstable-municipal/,https://airportaccidents.com/barnstable-municipal/
Provincetown Municipal Airport,Provincetown,Massachusetts,MA,KPVC,PVC,non_hub,provincetown-municipal,https://airportaccidents.com/provincetown-municipal/,https://airportaccidents.com/provincetown-municipal/
Stowe Mountain Airport,Morrisville,Vermont,VT,KMVL,MVL,non_hub,stowe-mountain,https://airportaccidents.com/stowe-mountain/,https://airportaccidents.com/stowe-mountain/
Newport State Airport VT,Newport,Vermont,VT,KEFK,EFK,non_hub,newport-state-vt,https://airportaccidents.com/newport-state-vt/,https://airportaccidents.com/newport-state-vt/
Berlin Municipal Airport,Berlin,New Hampshire,NH,KBML,BML,non_hub,berlin-municipal,https://airportaccidents.com/berlin-municipal/,https://airportaccidents.com/berlin-municipal/
Skyhaven Airport,Rochester,New Hampshire,NH,KDAW,DAW,non_hub,skyhaven,https://airportaccidents.com/skyhaven/,https://airportaccidents.com/skyhaven/
Concord Municipal Airport,Concord,New Hampshire,NH,KCON,CON,non_hub,concord-municipal-nh,https://airportaccidents.com/concord-municipal-nh/,https://airportaccidents.com/concord-municipal-nh/
Augusta State Airport,Augusta,Maine,ME,KAUG,AUG,non_hub,augusta-state,https://airportaccidents.com/augusta-state/,https://airportaccidents.com/augusta-state/
Knox County Regional Airport,Rockland,Maine,ME,KRKD,RKD,non_hub,knox-county-regional,https://airportaccidents.com/knox-county-regional/,https://airportaccidents.com/knox-county-regional/
Houlton International Airport,Houlton,Maine,ME,KHUL,HUL,non_hub,houlton-international,https://airportaccidents.com/houlton-international/,https://airportaccidents.com/houlton-international/
Millinocket Municipal Airport,Millinocket,Maine,ME,KMLT,MLT,non_hub,millinocket-municipal,https://airportaccidents.com/millinocket-municipal/,https://airportaccidents.com/millinocket-municipal/
Aroostook County Regional Airport,Presque Isle,Maine,ME,KPQI,PQI,non_hub,aroostook-county-regional,https://airportaccidents.com/aroostook-county-regional/,https://airportaccidents.com/aroostook-county-regional/
Massena International Airport,Massena,New York,NY,KMSS,MSS,non_hub,massena-international,https://airportaccidents.com/massena-international/,https://airportaccidents.com/massena-international/
Jamestown Chautauqua County Airport,Jamestown,New York,NY,KJHW,JHW,non_hub,jamestown-chautauqua-county,https://airportaccidents.com/jamestown-chautauqua-county/,https://airportaccidents.com/jamestown-chautauqua-county/
Dunkirk Airport,Dunkirk,New York,NY,KDKK,DKK,non_hub,dunkirk,https://airportaccidents.com/dunkirk/,https://airportaccidents.com/dunkirk/
Genesee County Airport,Batavia,New York,NY,KGVQ,GVQ,non_hub,genesee-county,https://airportaccidents.com/genesee-county/,https://airportaccidents.com/genesee-county/
Oswego County Airport,Oswego,New York,NY,KFZY,FZY,non_hub,oswego-county,https://airportaccidents.com/oswego-county/,https://airportaccidents.com/oswego-county/
Niagara Falls International Airport,Niagara Falls,New York,NY,KIAG,IAG,non_hub,niagara-falls-international,https://airportaccidents.com/niagara-falls-international/,https://airportaccidents.com/niagara-falls-international/
Pullman Moscow Regional Airport,Pullman,Washington,WA,KPUW,PUW,non_hub,pullman-moscow-regional,https://airportaccidents.com/pullman-moscow-regional/,https://airportaccidents.com/pullman-moscow-regional/
Grant County International Airport,Moses Lake,Washington,WA,KMWH,MWH,non_hub,grant-county-international,https://airportaccidents.com/grant-county-international/,https://airportaccidents.com/grant-county-international/
Ellensburg Bowers Field Airport,Ellensburg,Washington,WA,KELN,ELN,non_hub,ellensburg-bowers-field,https://airportaccidents.com/ellensburg-bowers-field/,https://airportaccidents.com/ellensburg-bowers-field/
Port Angeles William R. Fairchild International Airport,Port Angeles,Washington,WA,KCLM,CLM,non_hub,port-angeles-william-r-fairchild-international,https://airportaccidents.com/port-angeles-william-r-fairchild-international/,https://airportaccidents.com/port-angeles-william-r-fairchild-international/
Olympia Regional Airport,Olympia,Washington,WA,KOLM,OLM,non_hub,olympia-regional,https://airportaccidents.com/olympia-regional/,https://airportaccidents.com/olympia-regional/
Hoquiam Bowerman Airport,Hoquiam,Washington,WA,KHQM,HQM,non_hub,hoquiam-bowerman,https://airportaccidents.com/hoquiam-bowerman/,https://airportaccidents.com/hoquiam-bowerman/
Kelso Longview Airport,Kelso,Washington,WA,KKLS,KLS,non_hub,kelso-longview,https://airportaccidents.com/kelso-longview/,https://airportaccidents.com/kelso-longview/
Skagit Regional Airport,Burlington,Washington,WA,KBVS,BVS,non_hub,skagit-regional,https://airportaccidents.com/skagit-regional/,https://airportaccidents.com/skagit-regional/
Kennewick Tri-Cities Airport,Kennewick,Washington,WA,KPSC,PSC,non_hub,kennewick-tri-cities,https://airportaccidents.com/kennewick-tri-cities/,https://airportaccidents.com/kennewick-tri-cities/
Roseburg Regional Airport,Roseburg,Oregon,OR,KRBG,RBG,non_hub,roseburg-regional,https://airportaccidents.com/roseburg-regional/,https://airportaccidents.com/roseburg-regional/
Newport Municipal Airport,Newport,Oregon,OR,KONP,ONP,non_hub,newport-municipal-or,https://airportaccidents.com/newport-municipal-or/,https://airportaccidents.com/newport-municipal-or/
McMinnville Municipal Airport,McMinnville,Oregon,OR,KMMV,MMV,non_hub,mcminnville-municipal,https://airportaccidents.com/mcminnville-municipal/,https://airportaccidents.com/mcminnville-municipal/
Salem McNary Field Airport,Salem,Oregon,OR,KSLE,SLE,non_hub,salem-mcnary-field,https://airportaccidents.com/salem-mcnary-field/,https://airportaccidents.com/salem-mcnary-field/
Burns Municipal Airport,Burns,Oregon,OR,KBNO,BNO,non_hub,burns-municipal,https://airportaccidents.com/burns-municipal/,https://airportaccidents.com/burns-municipal/
Ontario Municipal Airport OR,Ontario,Oregon,OR,KONO,ONO,non_hub,ontario-municipal-or,https://airportaccidents.com/ontario-municipal-or/,https://airportaccidents.com/ontario-municipal-or/
Baker City Municipal Airport,Baker City,Oregon,OR,KBKE,BKE,non_hub,baker-city-municipal,https://airportaccidents.com/baker-city-municipal/,https://airportaccidents.com/baker-city-municipal/
Coos Bay Southwest Oregon Regional Airport,Coos Bay,Oregon,OR,KOTH,OTH,non_hub,coos-bay-southwest-oregon-regional,https://airportaccidents.com/coos-bay-southwest-oregon-regional/,https://airportaccidents.com/coos-bay-southwest-oregon-regional/
